column,value,label_value,count,count_share,label_count,label_share,date
reverse_mode,21.0,Rental car: Dropped off at rental agency,5,0.10869565217391304,5.0,0.10869565217391304,2024-10-03
reverse_mode,22.0,Rental car: parked rental car,4,0.08695652173913043,4.0,0.08695652173913043,2024-10-03
reverse_mode,23.0,Hotel shuttle van,2,0.043478260869565216,2.0,0.043478260869565216,2024-10-03
reverse_mode,1.0,Walk,1,0.021739130434782608,1.0,0.021739130434782608,2024-10-03
reverse_mode,14.0,Drove with others and parked,1,0.021739130434782608,1.0,0.021739130434782608,2024-10-03
reverse_mode,24.0,Other shared van (please specify),1,0.021739130434782608,1.0,0.021739130434782608,2024-10-03
reverse_mode,17.0,Airport flyer shuttle,1,0.021739130434782608,1.0,0.021739130434782608,2024-10-03
reverse_mode,11.0,Car service/black car/limo/executive car,1,0.021739130434782608,1.0,0.021739130434782608,2024-10-03
reverse_mode_predicted,12.0,Dropped off by car by family/friend,26,0.4727272727272727,26.0,0.4727272727272727,2024-10-03
reverse_mode_predicted,10.0,Uber/Lyft,20,0.36363636363636365,20.0,0.36363636363636365,2024-10-03
reverse_mode_predicted,14.0,Drove with others and parked,4,0.07272727272727272,4.0,0.07272727272727272,2024-10-03
reverse_mode_predicted,13.0,Drove alone and parked,4,0.07272727272727272,4.0,0.07272727272727272,2024-10-03
reverse_mode_predicted,16.0,MTS Route 992,1,0.01818181818181818,1.0,0.01818181818181818,2024-10-03
other_airport_accessmode,12.0,DROPPED OFF BY CAR BY FRIEND FAMILY,9,0.45,9.0,0.45,2024-10-03
other_airport_accessmode,10.0,UBER LYFT,7,0.35,7.0,0.35,2024-10-03
other_airport_accessmode,13.0,DROVE ALONE AND PARKED,2,0.1,2.0,0.1,2024-10-03
other_airport_accessmode,19.0,RENTAL CAR AND DROPPED IT OFF AT RENTAL AGENCY,1,0.05,1.0,0.05,2024-10-03
other_airport_accessmode,9.0,TAXI,1,0.05,1.0,0.05,2024-10-03
reverse_commute_mode,12.0,Picked up by car by family/friend,2,0.2857142857142857,2.0,0.2857142857142857,2024-10-03
reverse_commute_mode,1.0,Walk,1,0.14285714285714285,1.0,0.14285714285714285,2024-10-03
reverse_commute_mode,16.0,MTS Route 992,1,0.14285714285714285,1.0,0.14285714285714285,2024-10-03
reverse_commute_mode,13.0,Get in a parked vehicle and drive alone,1,0.14285714285714285,1.0,0.14285714285714285,2024-10-03
reverse_commute_mode,14.0,Get in a parked vehicle and drive with others,1,0.14285714285714285,1.0,0.14285714285714285,2024-10-03
reverse_commute_mode,15.0,Get in a parked vehicle and ride with other traveler(s),1,0.14285714285714285,1.0,0.14285714285714285,2024-10-03
main_transit_mode,3,None of the above,202,0.8278688524590164,202.0,0.8278688524590164,2024-10-04
main_transit_mode,SDA_1_FLYER,Airport flyer shuttle,28,0.11475409836065574,28.0,0.11475409836065574,2024-10-04
main_transit_mode,MTS_1_992,MTS Route 992,14,0.05737704918032787,14.0,0.05737704918032787,2024-10-04
main_mode,12.0,Dropped off by car by family/friend,66,0.32673267326732675,66.0,0.32673267326732675,2024-10-04
main_mode,10.0,Uber/Lyft,65,0.3217821782178218,65.0,0.3217821782178218,2024-10-04
main_mode,27.0,Rental car: Picked up at rental agency,25,0.12376237623762376,25.0,0.12376237623762376,2024-10-04
main_mode,13.0,Drove alone and parked,8,0.039603960396039604,8.0,0.039603960396039604,2024-10-04
main_mode,19.0,Rental car: Dropped off at rental agency,6,0.0297029702970297,6.0,0.0297029702970297,2024-10-04
main_mode,11.0,Car service/black car/limo/executive car,6,0.0297029702970297,6.0,0.0297029702970297,2024-10-04
main_mode,14.0,Drove with others and parked,6,0.0297029702970297,6.0,0.0297029702970297,2024-10-04
main_mode,20.0,Rental car: parked rental car,6,0.0297029702970297,6.0,0.0297029702970297,2024-10-04
main_mode,9.0,Taxi,4,0.019801980198019802,4.0,0.019801980198019802,2024-10-04
main_mode,21.0,Hotel shuttle van,4,0.019801980198019802,4.0,0.019801980198019802,2024-10-04
main_mode,18.0,Employee shuttle,2,0.009900990099009901,2.0,0.009900990099009901,2024-10-04
main_mode,28.0,Rental car: get in a parked rental car,2,0.009900990099009901,2.0,0.009900990099009901,2024-10-04
main_mode,24.0,Get in a parked vehicle and drive alone,1,0.0049504950495049506,1.0,0.0049504950495049506,2024-10-04
main_mode,1.0,Walk,1,0.0049504950495049506,1.0,0.0049504950495049506,2024-10-04
access_mode,1.0,Walk,18,0.4864864864864865,18.0,0.4864864864864865,2024-10-04
access_mode,12.0,Dropped off by car by family/friend,5,0.13513513513513514,5.0,0.13513513513513514,2024-10-04
access_mode,10.0,Uber/Lyft,4,0.10810810810810811,4.0,0.10810810810810811,2024-10-04
access_mode,13.0,Drove alone and parked,3,0.08108108108108109,3.0,0.08108108108108109,2024-10-04
access_mode,11.0,Car service/black car/limo/executive car,2,0.05405405405405406,2.0,0.05405405405405406,2024-10-04
access_mode,98.0,Other,2,0.05405405405405406,2.0,0.05405405405405406,2024-10-04
access_mode,16.0,Other public transit,1,0.02702702702702703,1.0,0.02702702702702703,2024-10-04
access_mode,9.0,Taxi,1,0.02702702702702703,1.0,0.02702702702702703,2024-10-04
access_mode,15.0,Rode with other traveler(s) and parked,1,0.02702702702702703,1.0,0.02702702702702703,2024-10-04
egress_mode,1.0,Walk,4,0.8,4.0,0.8,2024-10-04
egress_mode,14.0,Picked up by car by family/friend,1,0.2,1.0,0.2,2024-10-04
reverse_mode,10.0,Uber/Lyft,37,0.4625,37.0,0.4625,2024-10-04
