origin_latitude,origin_longitude,municipal_zone
32.733783,-117.193315,2
32.7322259999998,-117.197539,2
32.732226,-117.197539,2
32.7326273,-117.204064,2
32.7326273,-117.204064,2
32.7326273,-117.204064,2
32.7326273,-117.204064,2
32.7326273,-117.204064,2
32.7326273,-117.204064,2
32.7326273,-117.204064,2
32.733783,-117.193315,2
32.736362,-117.179302,2
32.736362,-117.179302,2
32.733783,-117.193315,2
32.736362,-117.179302,2
32.736362,-117.179302,2
32.7322259999998,-117.197539,2
32.733783,-117.193315,2
32.736362,-117.179302,2
32.733783,-117.193315,2
32.736362,-117.179302,2
32.736362,-117.179302,2
32.733783,-117.193315,2
32.736362,-117.179302,2
32.736362,-117.179302,2
32.736362,-117.179302,2
32.736362,-117.179302,2
32.7322259999998,-117.197539,2
32.736362,-117.179302,2
32.736362,-117.179302,2
32.736362,-117.179302,2
32.736362,-117.179302,2
32.736362,-117.179302,2
32.736362,-117.179302,2
32.736362,-117.179302,2
32.736362,-117.179302,2
32.736362,-117.179302,2
32.736362,-117.179302,2
32.736362,-117.179302,2
32.736362,-117.179302,2
32.736362,-117.179302,2
32.736362,-117.179302,2
32.736362,-117.179302,2
32.736362,-117.179302,2
32.7322259999998,-117.197539,2
32.733783,-117.193315,2
32.733783,-117.193315,2
32.733783,-117.193315,2
32.733783,-117.193315,2
32.733783,-117.193315,2
32.736362,-117.179302,2
32.736362,-117.179302,2
32.736362,-117.179302,2
32.736362,-117.179302,2
32.736362,-117.179302,2
32.736362,-117.179302,2
32.736362,-117.179302,2
32.736362,-117.179302,2
32.736362,-117.179302,2
32.736362,-117.179302,2
32.736362,-117.179302,2
32.736362,-117.179302,2
32.736362,-117.179302,2
32.733783,-117.193315,2
32.733783,-117.193315,2
32.7326272999998,-117.204064,2
32.7326272999998,-117.204064,2
32.7326272999998,-117.204064,2
32.7326272999998,-117.204064,2
32.7322259999998,-117.197539,2
32.7326272999999,-117.204064,2
32.7326272999998,-117.204064,2
32.7326272999998,-117.204064,2
32.7326272999998,-117.204064,2
32.7326272999998,-117.204064,2
32.7326272999999,-117.204064,2
32.7326272999998,-117.204064,2
32.7326272999998,-117.204064,2
32.7326272999998,-117.204064,2
32.7326272999998,-117.204064,2
32.733783,-117.193315,2
32.733783,-117.193315,2
32.733783,-117.193315,2
32.733783,-117.193315,2
32.7326272999998,-117.204064,2
32.7322259999999,-117.197539,2
32.7326272999998,-117.204064,2
32.7326272999998,-117.204064,2
32.7326272999998,-117.204064,2
32.7322259999998,-117.197539,2
32.733783,-117.193315,2
32.733783,-117.193315,2
32.7322259999998,-117.197539,2
32.7326272999998,-117.204064,2
32.7326272999998,-117.204064,2
32.733783,-117.193315,2
32.733783,-117.193315,2
32.733783,-117.193315,2
32.736362,-117.179302,2
32.736362,-117.179302,2
32.733783,-117.193315,2
32.733783,-117.193315,2
32.736362,-117.179302,2
32.736362,-117.179302,2
32.736362,-117.179302,2
32.733783,-117.193315,2
32.7326272999998,-117.204064,2
32.736362,-117.179302,2
32.733783,-117.193315,2
32.736362,-117.179302,2
32.733783,-117.193315,2
32.736362,-117.179302,2
32.736362,-117.179302,2
32.7326272999998,-117.204064,2
32.7326272999998,-117.204064,2
32.7326272999999,-117.204064,2
32.7322259999999,-117.197539,2
32.7322259999999,-117.197539,2
32.732226,-117.197539,2
32.732226,-117.197539,2
32.732226,-117.197539,2
32.732226,-117.197539,2
32.732226,-117.197539,2
32.732226,-117.197539,2
32.732226,-117.197539,2
32.732226,-117.197539,2
32.732226,-117.197539,2
32.732226,-117.197539,2
32.732226,-117.197539,2
32.732226,-117.197539,2
32.732226,-117.197539,2
32.732226,-117.197539,2
32.732226,-117.197539,2
32.732226,-117.197539,2
32.732226,-117.197539,2
32.7326273,-117.204064,2
32.7326273,-117.204064,2
32.732226,-117.197539,2
32.7326273,-117.204064,2
32.7326273,-117.204064,2
32.7326273,-117.204064,2
32.7326273,-117.204064,2
32.7326273,-117.204064,2
32.7326273,-117.204064,2
32.732226,-117.197539,2
32.732226,-117.197539,2
32.7326273,-117.204064,2
32.7326273,-117.204064,2
32.7326273,-117.204064,2
32.7326273,-117.204064,2
32.7326273,-117.204064,2
,,
,,
,,
,,
,,
,,
,,
,,
,,
32.724246,-117.232023,2
33.1614549999997,-117.349183,6
32.7243119999997,-117.162771,2
33.121223,-117.163434,7
32.749102,-117.18225,2
32.9519209999998,-117.224723999999,3
32.754739,-117.19768,2
32.8002079999997,-116.935694,5
32.7497309999997,-117.121979,2
33.010404,-117.104345,3
32.563609,-116.625675,
33.1234359999997,-117.091171,7
32.837116,-117.274772,3
32.893213,-117.067639,3
32.6289039999998,-117.019501,4
32.725987,-117.164209,2
32.7558259999999,-117.197261,2
32.7737929999997,-117.071304,2
32.630924,-116.980493999999,4
32.791569,-117.167649999999,3
33.04952,-116.860715,5
32.7986939999997,-117.082049,3
32.596736,-117.087738,4
33.024841,-117.086166,3
32.744774,-116.998915999999,5
32.744774,-116.998915999999,5
32.7994029999997,-117.25518,3
32.76335,-117.119495,2
32.6784299999998,-117.058813,2
32.6400539999999,-117.084194999999,4
32.9920559999997,-117.266418,6
32.76104,-117.030032,5
32.716726,-117.171386,1
32.960624,-117.030088,3
32.7573,-117.083631999999,2
32.708537,-117.152058,1
33.147488,-117.338617,6
32.666604,-117.075464,2
32.714978,-117.168453,1
32.696367,-117.059901999999,2
32.7572049999999,-117.147063,2
32.717903,-117.167764,1
32.5731579999999,-117.104391,4
32.716462,-117.245624,2
32.918008,-117.122596,3
32.7237489999997,-117.229896,2
32.767828,-117.023083,5
32.6879709999997,-117.112978,2
33.204514,-117.260574,7
32.7087089999998,-117.242621,2
32.6810479999997,-117.017548,2
32.7361119999998,-117.002664999999,5
32.756872,-117.115146,2
31.8667419999998,-116.596371,
32.7330079999997,-117.110397,2
32.770909,-117.070132,2
32.7947729999999,-116.962526,5
32.711739,-117.061755,2
32.7998899999997,-117.133722,3
32.756048,-117.186249,2
33.020826,-117.278897,6
33.158093,-117.350593,6
33.1956739999997,-117.376378,6
32.780549,-117.242625,3
32.79308,-116.963326,5
32.744774,-116.998915999999,5
32.770673,-117.251621,3
32.7673569999997,-117.162666,3
32.77423,-117.153278,3
32.7638499999997,-117.046824,5
32.7405809999998,-117.101273,2
33.1157139999997,-117.085483,7
32.795135,-117.088723,3
32.8113049999997,-117.237267,3
32.769285,-117.176897,3
32.746105,-117.168132,2
33.014558,-116.950616,5
32.519764,-117.031936,
33.0388489999999,-117.294135,6
32.705497,-117.160101999999,1
32.765072,-117.040079,5
32.8177319999999,-117.185533,3
34.524185,-117.404512,
32.621841,-116.963768,4
32.710816,-117.141702,2
32.7333879999997,-117.239165,2
32.628835,-116.977216,4
32.6400539999999,-117.084194999999,4
32.758308,-117.17433,3
33.787908,-117.855281,
33.1192059999997,-117.086421,7
32.965888,-117.11664,3
33.195869,-117.379482999999,6
32.7805449999997,-117.131306,3
33.4952169999997,-117.142939,
32.717334,-117.164565,1
32.8572709999997,-116.922248,5
32.767212,-117.162494,3
32.881168,-117.23436,3
32.747863,-117.164709,2
32.7107639999997,-117.145523999999,2
32.998688,-117.024473,3
32.800288,-117.253628,3
32.776412,-117.071918999999,2
33.1934049999998,-117.380258,6
32.8345729999998,-116.769938,5
33.033425,-117.081764,3
33.1982679999998,-117.243677,7
32.9412489999999,-117.203556,3
32.7730699999997,-117.179284,3
32.727068,-117.19786,2
33.1971479999998,-117.368722,6
32.5594729999997,-116.973468,4
32.966292,-117.116429,3
32.7373109999997,-117.246283,2
32.958551,-117.130810999999,3
32.9617009999997,-117.263067,3
32.9625789999997,-117.033576,3
33.115442,-117.271829,6
33.116318,-117.077935999999,7
33.039403,-116.878238999999,5
32.57592,-117.061882999999,4
32.766739,-117.106297,2
32.754852,-117.144081,2
33.1998809999997,-117.379037999999,6
32.893213,-117.067639,3
33.2174839999998,-117.036479,7
32.747002,-117.206611,2
32.745648,-117.129416,2
32.745648,-117.129416,2
32.82414,-117.193696,3
33.195869,-117.379482999999,6
32.826003,-117.103393999999,3
32.7425509999998,-117.031417,5
32.893213,-117.067639,3
33.115237,-117.077957,7
33.100726,-117.215496,7
32.74546,-117.129718,2
32.745648,-117.129416,2
32.981217,-117.258563,6
33.195869,-117.379482999999,6
32.544111,-117.029253,4
32.6417769999997,-117.087222,4
32.741568,-117.239914,2
33.158093,-117.350593,6
32.850389,-117.272943,3
32.962823,-117.035864,3
32.722709,-117.167643,1
32.7947729999999,-116.962526,5
32.8572709999997,-116.922248,5
32.939827,-117.202935999999,3
33.033577,-117.080582,3
33.552711,-117.21517,
33.200034,-117.381531,6
32.769744,-117.066093,2
32.76709,-117.16235,3
32.8045359999998,-117.249904,3
32.675983,-117.049446,2
32.803744,-117.01796,3
32.869073,-117.206128,3
32.9911549999999,-117.271148,6
33.078482,-117.259229,6
33.158093,-117.350593,6
32.962823,-117.035864,3
32.6997059999999,-117.133853,2
32.75379,-117.115018,2
32.8258879999999,-117.186442,3
32.7529919999999,-117.221127,2
32.836039,-117.275066,3
32.7150269999999,-117.14125,2
32.804248,-116.998661,5
32.7724899999997,-117.166202,3
32.716593,-117.141514,2
32.954534,-117.242345,3
32.746969,-117.159531,2
32.557499,-117.045985,4
32.5647,-117.014467,4
32.734164,-117.162754,2
32.8888269999999,-117.131583,3
32.8504459999997,-117.200614,3
33.141734,-117.054376,7
32.8112059999998,-117.164869999999,3
32.5955289999999,-117.043964,4
32.7642969999999,-117.11865,2
32.725121,-117.246001,2
32.694442,-117.174751,2
32.834265,-117.276662,3
32.7516329999997,-117.232591,2
32.7169949999997,-117.042178,5
33.134183,-117.145914,7
32.900857,-117.182278999999,3
33.1452469999997,-117.038632,7
32.7722369999997,-117.168856,3
33.1746139999997,-117.359095,6
32.5703419999997,-117.059220999999,4
32.749288,-117.182371,2
32.939644,-117.202155,3
33.085306,-116.439999,8
33.4942789999998,-117.149683999999,
32.7574219999997,-117.147288,2
32.7292369999997,-117.216085,2
33.1336129999997,-117.120639,7
33.1438449999998,-117.319894,6
32.9075339999997,-117.171099,3
32.928842,-117.196758,3
33.251257,-117.267928,6
32.763485,-117.028595999999,5
32.7246469999997,-117.231843,2
33.037207,-117.049963,3
32.7338719999998,-117.203867,2
33.243585,-117.289692,6
32.7970499999998,-117.039167,3
32.7165,-117.136769,2
33.067672,-117.262389,6
33.160516,-117.345512,6
32.963101,-117.035276,3
32.7599829999997,-117.12875,2
32.7546439999999,-117.030248,5
32.8255959999997,-117.190968,3
32.514946,-117.038247,
32.7624819999998,-117.091429,2
32.7170479999997,-117.132045,2
33.2388679999997,-117.054123,7
32.794764,-116.962577999999,5
32.752011,-117.170197,2
32.722079,-117.164936999999,1
32.901809,-117.069323,3
32.9514789999999,-117.252792,3
32.6824069999997,-117.046758999999,2
32.765011,-117.120316,2
32.722965,-117.168182,1
32.791856,-116.959857,5
32.514851,-117.038421,
33.064436,-117.301711,6
32.634801,-116.989045,4
32.7633179999997,-117.11519,2
32.608359,-117.027989,4
32.716222,-117.132357,2
32.581113,-117.103956999999,4
32.8049079999997,-117.16755,3
32.871402,-117.211465,3
32.6419199999998,-117.047608999999,4
35.227086,-80.8431266999999,
32.856335,-117.253182,3
32.857745,-117.207829,3
33.0369859999998,-117.291981,6
32.7399739999997,-117.100746,2
32.733752,-117.203884,2
32.7020259999997,-117.113838,2
32.7831729999997,-117.237207,3
32.794454,-117.247712,3
32.7685359999997,-117.119742,2
33.5469269999997,-117.132127999999,
32.724297,-117.168362,1
32.9400339999997,-117.201879,3
32.768089,-117.02155,5
32.8025349999998,-117.235534,3
32.903269,-117.114031,3
32.8504459999997,-117.255214,3
33.566844,-117.174736,
32.9984359999997,-117.252826,6
32.9409819999997,-117.201983,3
32.8026079999999,-117.235547999999,3
32.75074,-117.137289999999,2
33.1483279999999,-117.159017,7
32.7195979999997,-117.167627,1
34.096676,-117.719778,
32.7373279999997,-117.176015,2
32.765757,-117.199535999999,3
32.7768769999998,-117.174328,3
33.116472,-117.075323999999,7
32.7475639999997,-117.165817,2
32.743135,-117.243291,2
32.7933039999999,-117.13354,3
33.030247,-117.086845,3
32.744154,-117.003204,5
32.8370669999997,-117.197520999999,3
33.1507489999997,-117.324472,6
32.8085499999997,-117.049985,3
32.7656449999999,-117.240424,3
32.834277,-117.208597,3
32.795748,-117.127906,3
32.740951,-117.12463,2
32.7503079999997,-117.215225,2
32.684843,-117.130015,2
32.759957,-117.150913,2
32.7288709999997,-117.129463,2
32.803179,-117.24097,3
32.718364,-117.156403,1
32.774728,-117.073261,2
33.199283,-117.384929,6
32.7397139999999,-117.235253,2
32.747405,-117.221588,2
32.792,-115.563051,
32.766255,-117.200672,3
32.8570989999997,-117.257462,3
32.9631949999998,-117.153478,3
32.689925,-117.173036999999,2
32.627957,-116.956346,4
32.690868,-117.13006,2
33.004379,-116.817263999999,5
33.1433719999999,-117.166144,7
32.6446359999997,-116.998861,4
32.75198,-117.2346,2
33.016717,-116.853238,5
33.148583,-117.115174,7
32.7945909999997,-116.962581,5
33.122154,-117.291124,6
32.96314,-117.035692999999,3
32.6609869999998,-117.034593,2
32.782181,-117.111161,3
32.7947729999999,-116.962526,5
32.7000299999997,-117.246683,2
32.838366,-116.899574,5
32.7576949999997,-116.979988,5
33.033397,-117.080881,3
33.118799,-117.08798,7
33.1554429999997,-117.289250999999,6
32.7843799999998,-117.151371,3
32.832811,-117.271271,3
32.622849,-117.076499,4
32.8020029999999,-117.040569,3
32.715024,-117.153142,1
33.4934239999997,-117.148815,
32.857016,-117.208111,3
33.1615529999997,-117.242164,6
32.7371169999997,-117.175494,2
32.636465,-116.964905,4
33.33704,-117.149382,7
33.0435599999999,-116.853253,5
32.58563,-117.113967,4
32.822899,-115.549927999999,
32.8108319999997,-117.148634,3
32.8074289999999,-117.182515,3
33.18329,-117.245119,7
23.634501,-102.552784,
30.288176,-89.4307809999998,
32.8694339999997,-117.210916999999,3
32.6298749999997,-117.086012999999,4
32.6386359999997,-117.086794,4
32.8026079999999,-117.235547999999,3
33.4934239999997,-117.148815,
33.0391499999999,-117.294124999999,6
33.213804,-117.223758,7
32.747981,-117.191497,2
32.716067,-117.143709,2
32.8096639999997,-116.51143,8
33.037638,-116.876538,5
32.8011089999997,-117.119891,3
